226,01/04/2024,00:05:37,IN
226,01/04/2024,00:05:46,OUT
300,01/04/2024,00:08:01,IN
300,01/04/2024,00:08:10,OUT
122,01/04/2024,01:17:00,IN
122,01/04/2024,01:17:17,OUT
133,01/04/2024,01:18:23,IN
133,01/04/2024,01:18:32,OUT
203,01/04/2024,01:18:43,IN
203,01/04/2024,01:18:52,OUT
278,01/04/2024,01:19:11,IN
278,01/04/2024,01:19:52,OUT
290,01/04/2024,04:50:05,IN
115,01/04/2024,05:39:22,IN
282,01/04/2024,05:47:12,IN
94,01/04/2024,06:38:18,IN
136,01/04/2024,06:48:44,IN
312,01/04/2024,06:52:38,IN
313,01/04/2024,06:54:15,OUT
313,01/04/2024,06:54:24,IN
241,01/04/2024,06:55:14,IN
269,01/04/2024,06:56:20,IN
269,01/04/2024,06:56:49,OUT
269,01/04/2024,06:56:58,IN
190,01/04/2024,06:59:18,IN
31,01/04/2024,07:02:08,IN
205,01/04/2024,07:02:54,IN
309,01/04/2024,07:10:23,IN
271,01/04/2024,07:11:02,IN
252,01/04/2024,07:17:22,IN
22,01/04/2024,07:18:23,IN
143,01/04/2024,07:23:54,IN
258,01/04/2024,07:24:46,IN
199,01/04/2024,07:27:45,IN
236,01/04/2024,07:29:32,IN
242,01/04/2024,07:29:43,IN
275,01/04/2024,07:29:53,IN
243,01/04/2024,07:30:29,IN
188,01/04/2024,07:33:38,IN
260,01/04/2024,07:35:59,IN
237,01/04/2024,07:36:11,IN
253,01/04/2024,07:52:47,IN
211,01/04/2024,07:54:09,IN
173,01/04/2024,07:54:17,IN
285,01/04/2024,07:55:25,IN
37,01/04/2024,07:55:48,IN
53,01/04/2024,07:58:18,IN
53,01/04/2024,07:58:27,OUT
288,01/04/2024,08:07:57,OUT
262,01/04/2024,08:15:17,OUT
238,01/04/2024,08:24:48,OUT
207,01/04/2024,08:31:22,OUT
163,01/04/2024,08:31:31,OUT
307,01/04/2024,08:34:03,IN
62,01/04/2024,08:38:49,IN
268,01/04/2024,08:46:24,OUT
299,01/04/2024,08:51:13,IN
284,01/04/2024,08:54:38,IN
203,01/04/2024,08:59:49,IN
232,01/04/2024,09:06:36,IN
245,01/04/2024,09:07:25,IN
158,01/04/2024,09:07:48,IN
39,01/04/2024,09:12:37,IN
6,01/04/2024,09:13:30,IN
296,01/04/2024,09:15:28,IN
39,01/04/2024,09:16:20,OUT
39,01/04/2024,09:16:31,IN
73,01/04/2024,09:29:48,IN
32,01/04/2024,09:45:08,OUT
32,01/04/2024,09:45:28,IN
302,01/04/2024,09:59:30,IN
108,01/04/2024,10:02:47,IN
90,01/04/2024,10:14:11,OUT
289,01/04/2024,10:30:35,IN
145,01/04/2024,10:47:09,IN
314,01/04/2024,10:59:03,IN
136,01/04/2024,11:01:19,OUT
220,01/04/2024,11:06:01,IN
303,01/04/2024,11:46:33,IN
178,01/04/2024,11:55:56,IN
278,01/04/2024,12:13:50,IN
191,01/04/2024,12:15:46,IN
109,01/04/2024,12:25:46,IN
280,01/04/2024,12:32:36,IN
292,01/04/2024,12:36:58,IN
200,01/04/2024,12:41:28,IN
301,01/04/2024,12:47:10,IN
291,01/04/2024,12:48:23,IN
252,01/04/2024,12:55:05,OUT
298,01/04/2024,13:08:40,IN
241,01/04/2024,13:10:10,OUT
122,01/04/2024,13:12:43,IN
31,01/04/2024,13:26:48,OUT
312,01/04/2024,13:31:37,OUT
190,01/04/2024,13:37:57,OUT
144,01/04/2024,13:42:16,IN
269,01/04/2024,13:47:37,OUT
133,01/04/2024,13:48:06,IN
136,01/04/2024,13:53:36,IN
