575000150,01/04/2024,06:04:38,IN
575000139,01/04/2024,06:06:58,IN
575000141,01/04/2024,06:07:08,IN
575000117,01/04/2024,06:45:00,IN
575000158,01/04/2024,06:47:10,IN
575000157,01/04/2024,06:47:15,IN
575000145,01/04/2024,07:26:31,IN
65,01/04/2024,07:35:46,IN
575000133,01/04/2024,07:35:52,IN
37,01/04/2024,07:39:27,IN
75,01/04/2024,07:44:13,IN
75,01/04/2024,08:05:48,OUT
575000127,01/04/2024,08:17:20,IN
60,01/04/2024,08:53:35,IN
575000147,01/04/2024,08:59:21,IN
33,01/04/2024,09:01:49,IN
12,01/04/2024,09:04:11,IN
102,01/04/2024,09:04:32,IN
1,01/04/2024,09:14:21,IN
575000132,01/04/2024,09:18:15,OUT
575000110,01/04/2024,10:45:49,IN
108,01/04/2024,11:00:47,IN
575000151,01/04/2024,11:01:10,IN
575000134,01/04/2024,11:06:28,IN
575000141,01/04/2024,12:04:39,OUT
575000150,01/04/2024,12:29:52,OUT
575000154,01/04/2024,12:35:08,IN
575000156,01/04/2024,12:46:53,IN
104,01/04/2024,13:02:24,IN
575000148,01/04/2024,13:58:31,IN
575000139,01/04/2024,16:07:25,OUT
37,01/04/2024,17:50:13,OUT
575000133,01/04/2024,17:51:32,OUT
575000150,01/04/2024,18:01:53,IN
575000127,01/04/2024,18:20:19,OUT
575000131,01/04/2024,18:24:44,IN
575000141,01/04/2024,18:32:09,IN
60,01/04/2024,18:38:22,OUT
575000147,01/04/2024,18:45:10,OUT
1,01/04/2024,19:13:27,OUT
33,01/04/2024,19:16:45,OUT
575000145,01/04/2024,19:27:13,OUT
75,01/04/2024,19:41:06,IN
65,01/04/2024,20:02:45,OUT
575000110,01/04/2024,22:11:16,OUT
12,01/04/2024,22:20:36,OUT
575000132,01/04/2024,22:54:31,IN
575000154,01/04/2024,23:25:10,OUT
575000134,01/04/2024,23:38:29,OUT
104,01/04/2024,23:41:25,OUT
575000150,01/04/2024,23:43:51,OUT
575000131,01/04/2024,23:44:07,OUT
108,01/04/2024,23:47:24,OUT
575000151,01/04/2024,23:48:18,OUT
575000141,01/04/2024,23:48:25,OUT
