313,04/04/2024,00:08:17,IN
241,04/04/2024,00:09:23,IN
241,04/04/2024,00:09:32,OUT
200,04/04/2024,00:15:27,IN
31,04/04/2024,00:15:34,IN
300,04/04/2024,00:22:42,IN
300,04/04/2024,00:22:51,OUT
207,04/04/2024,00:37:11,IN
191,04/04/2024,00:50:31,IN
191,04/04/2024,00:50:39,OUT
312,04/04/2024,00:50:48,IN
312,04/04/2024,00:50:56,OUT
203,04/04/2024,01:03:45,IN
203,04/04/2024,01:03:53,OUT
296,04/04/2024,01:04:29,IN
296,04/04/2024,01:04:39,OUT
226,04/04/2024,01:28:40,IN
226,04/04/2024,01:28:49,OUT
278,04/04/2024,02:32:14,IN
278,04/04/2024,02:32:25,OUT
133,04/04/2024,02:40:59,IN
133,04/04/2024,02:41:06,OUT
310,04/04/2024,04:38:33,IN
115,04/04/2024,05:39:14,IN
290,04/04/2024,05:45:51,IN
301,04/04/2024,06:04:15,IN
275,04/04/2024,06:07:00,IN
109,04/04/2024,06:08:48,IN
178,04/04/2024,06:49:57,IN
94,04/04/2024,06:51:59,IN
241,04/04/2024,06:56:45,IN
313,04/04/2024,07:01:21,OUT
313,04/04/2024,07:01:29,IN
199,04/04/2024,07:01:59,IN
190,04/04/2024,07:04:25,IN
205,04/04/2024,07:09:20,IN
242,04/04/2024,07:12:04,IN
309,04/04/2024,07:18:57,IN
163,04/04/2024,07:19:21,OUT
22,04/04/2024,07:22:50,IN
237,04/04/2024,07:24:30,IN
143,04/04/2024,07:25:07,IN
236,04/04/2024,07:25:17,IN
163,04/04/2024,07:29:21,IN
108,04/04/2024,07:32:42,IN
312,04/04/2024,07:34:08,IN
243,04/04/2024,07:36:21,IN
37,04/04/2024,07:38:19,IN
285,04/04/2024,07:55:42,IN
295,04/04/2024,07:55:50,IN
304,04/04/2024,08:02:39,IN
53,04/04/2024,08:06:14,OUT
99,04/04/2024,08:09:12,OUT
300,04/04/2024,08:17:31,IN
262,04/04/2024,08:30:56,OUT
238,04/04/2024,08:42:24,IN
62,04/04/2024,08:50:29,IN
203,04/04/2024,08:58:45,IN
260,04/04/2024,08:59:46,IN
307,04/04/2024,09:02:21,IN
268,04/04/2024,09:02:33,OUT
299,04/04/2024,09:02:48,IN
268,04/04/2024,09:03:37,IN
4,04/04/2024,09:06:52,IN
271,04/04/2024,09:08:00,IN
181,04/04/2024,09:17:11,IN
229,04/04/2024,09:17:48,IN
296,04/04/2024,09:19:48,IN
32,04/04/2024,09:20:55,IN
