299,01/03/2024,00:00:03,OUT
212,01/03/2024,00:01:43,IN
212,01/03/2024,00:01:51,OUT
226,01/03/2024,00:02:05,IN
203,01/03/2024,01:47:36,IN
203,01/03/2024,01:47:43,OUT
133,01/03/2024,02:11:01,IN
133,01/03/2024,02:11:10,OUT
210,01/03/2024,05:02:40,IN
282,01/03/2024,05:35:11,IN
115,01/03/2024,05:46:28,IN
178,01/03/2024,06:02:16,IN
252,01/03/2024,06:43:41,IN
94,01/03/2024,06:49:53,IN
199,01/03/2024,06:51:08,IN
90,01/03/2024,06:51:47,IN
241,01/03/2024,06:54:16,IN
269,01/03/2024,06:54:42,IN
312,01/03/2024,07:00:15,IN
136,01/03/2024,07:00:37,IN
205,01/03/2024,07:12:41,IN
261,01/03/2024,07:19:55,IN
22,01/03/2024,07:20:08,IN
238,01/03/2024,07:22:45,IN
309,01/03/2024,07:27:00,IN
236,01/03/2024,07:28:22,IN
239,01/03/2024,07:29:46,IN
275,01/03/2024,07:29:54,IN
259,01/03/2024,07:30:32,IN
306,01/03/2024,07:37:17,IN
237,01/03/2024,07:38:12,IN
258,01/03/2024,07:38:20,IN
297,01/03/2024,07:43:40,IN
308,01/03/2024,07:43:51,IN
224,01/03/2024,07:44:59,IN
108,01/03/2024,07:47:44,IN
285,01/03/2024,07:51:57,IN
207,01/03/2024,07:52:28,IN
295,01/03/2024,07:58:11,IN
302,01/03/2024,08:01:04,IN
307,01/03/2024,08:08:54,IN
53,01/03/2024,08:11:24,OUT
262,01/03/2024,08:19:54,OUT
99,01/03/2024,08:20:01,OUT
62,01/03/2024,08:26:48,IN
173,01/03/2024,08:32:36,IN
173,01/03/2024,08:32:44,OUT
163,01/03/2024,08:33:48,OUT
284,01/03/2024,08:34:21,IN
278,01/03/2024,08:37:15,IN
203,01/03/2024,08:42:03,IN
229,01/03/2024,08:42:19,IN
181,01/03/2024,08:42:36,IN
181,01/03/2024,08:51:02,OUT
181,01/03/2024,08:51:10,IN
271,01/03/2024,08:57:09,IN
48,01/03/2024,08:57:41,IN
305,01/03/2024,09:00:01,IN
296,01/03/2024,09:04:29,IN
39,01/03/2024,09:12:01,IN
303,01/03/2024,09:12:18,OUT
158,01/03/2024,09:15:21,IN
6,01/03/2024,09:15:38,IN
73,01/03/2024,09:17:03,IN
68,01/03/2024,09:25:23,IN
245,01/03/2024,09:27:22,IN
299,01/03/2024,09:30:35,IN
191,01/03/2024,09:38:35,IN
268,01/03/2024,09:45:25,IN
232,01/03/2024,09:54:51,IN
90,01/03/2024,10:20:37,OUT
253,01/03/2024,10:39:16,IN
313,01/03/2024,10:40:40,IN
314,01/03/2024,10:40:57,IN
190,01/03/2024,10:50:43,OUT
294,01/03/2024,10:54:55,IN
212,01/03/2024,10:55:16,IN
298,01/03/2024,11:27:26,IN
292,01/03/2024,11:38:58,IN
269,01/03/2024,11:54:58,OUT
109,01/03/2024,12:06:12,IN
242,01/03/2024,12:27:46,IN
243,01/03/2024,12:27:55,IN
301,01/03/2024,12:37:13,IN
280,01/03/2024,12:37:45,IN
291,01/03/2024,12:39:14,IN
227,01/03/2024,12:47:33,IN
200,01/03/2024,12:47:48,IN
220,01/03/2024,12:54:31,IN
40,01/03/2024,12:55:34,IN
145,01/03/2024,13:19:54,IN
238,01/03/2024,13:21:00,OUT
133,01/03/2024,13:26:10,IN
175,01/03/2024,13:26:56,IN
241,01/03/2024,13:34:11,OUT
288,01/03/2024,13:40:12,IN
312,01/03/2024,13:46:45,OUT
252,01/03/2024,13:47:31,OUT
122,01/03/2024,13:48:50,IN
